PaleoDB_taxon_no,taxon_name,phylum,class,order,family,fad_int,fad_age,lad_int,lad_age,size_ref,range_ref,log10_volume,log10_max_length
36614,Teleosaurus,Chordata,Reptilia,,Teleosauridae,Sinemurian,199.3,Tithonian,145,73,24,8.87251321,3.477121255
33216,Galeropygus,Echinodermata,Echinoidea,Cassiduloida,Galeropygidae,Toarcian,182.7,Oxfordian,157.3,53,24,4.460883768,1.768416088
33272,Hyboclypus,Echinodermata,Echinoidea,Disasteroida,,Aalenian,174.1,Kimmeridgian,152.1,53,24,4.370111756,1.652826303
33278,Pygorhytis,Echinodermata,Echinoidea,Disasteroida,,Bajocian,170.3,Callovian,163.5,53,24,3.836128557,1.597016393
16471,Anningella,Mollusca,Bivalvia,Pectinida,Buchiidae,Rhaetian,208.5,Sinemurian,190.8,42,24,3.750137379,1.489417572
16496,Aucellina,Mollusca,Bivalvia,Pectinida,Buchiidae,Barremian,129.4,Cenomanian,93.3,42,24,3.568094231,1.425371166
16523,Buchia,Mollusca,Bivalvia,Pectinida,Buchiidae,Oxfordian,163.5,Hauterivian,129.4,42,24,4.027288076,1.586924708
16792,Malayomaorica,Mollusca,Bivalvia,Pectinida,Buchiidae,Kimmeridgian,157.3,Kimmeridgian,152.1,42,24,3.811458561,1.510991586
16489,Arctotis,Mollusca,Bivalvia,Pectinida,Oxytomidae,Sinemurian,199.3,Hauterivian,129.4,42,24,5.218073106,2.005866602
16803,Meleagrinella,Mollusca,Bivalvia,Pectinida,Oxytomidae,Rhaetian,208.5,Tithonian,145,42,24,2.627059485,1.094296397
16876,Oxytoma,Mollusca,Bivalvia,Pectinida,Oxytomidae,Carnian,235,Maastrichtian,66,42,24,4.966718266,1.917434962
16821,Monotis (Entomonotis),Mollusca,Bivalvia,Pectinida,Monotidae,Norian,228,Norian,208.5,42,42,4.584938221,1.783117137
16821,Monotis,Mollusca,Bivalvia,Pectinida,Monotidae,Norian,228,Norian,208.5,42,24,4.584938221,1.783117137
16821,Inflatomonotis,Mollusca,Bivalvia,Pectinida,Monotidae,Norian,228,Norian,208.5,42,24,4.584938221,1.783117137
16874,Otapiria,Mollusca,Bivalvia,Pectinida,Monotidae,Carnian,235,Tithonian,145,42,24,4.286594968,1.678154038
16454,Allonychia,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Sandbian,458.4,Katian,445.2,42,24,4.730942313,1.834484285
16458,Ambonychia,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Darriwilian,467.3,Katian,445.2,42,24,4.067527468,1.601081728
16458,Byssonychia,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Sandbian,458.4,Katian,445.2,42,24,4.067527468,1.601081728
16459,Ambonychiopsis,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Darriwilian,467.3,Homerian,427.4,42,24,3.839281911,1.450633951
16475,Anomalodonta,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Katian,453,Katian,445.2,42,24,4.596477804,1.787176992
16526,Byssopteria,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Frasnian,382.7,Frasnian,372.2,42,24,4.39986067,1.718003168
16559,Cleionychia,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Floian,477.7,Katian,445.2,42,24,4.405173838,1.665487181
17499,Congeriomorpha,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Frasnian,382.7,Frasnian,372.2,42,24,3.322748741,1.339053736
16833,Streptomytilus,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Sheinwoodian,433.4,Ludfordian,423,42,24,2.682379767,1.627365857
16833,Mytilarca,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Rhuddanian,443.4,Frasnian,372.2,42,24,2.682379767,1.627365857
16864,Opisthoptera,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Katian,453,Katian,445.2,42,24,4.585141603,1.783188691
16895,Paramytilarca,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Sandbian,458.4,Katian,445.2,42,24,2.626309565,1.097951071
16945,Praeanomalodonta,Mollusca,Bivalvia,Myalinida,Ambonychiidae,Katian,453,Katian,445.2,42,24,2.868569593,1.179264464
16987,Pterochaenia,Mollusca,Bivalvia,Myalinida,Lunulacardiidae,Givetian,387.7,Frasnian,372.2,42,24,2.180725107,0.937267072
16763,Liebea,Mollusca,Bivalvia,Myalinida,Myalinidae,Artinskian,290.1,Wuchiapingian,254.2,42,24,3.031120988,1.236453283
16826,Myalina,Mollusca,Bivalvia,Myalinida,Myalinidae,Tournaisian,358.9,Wuchiapingian,254.2,42,24,5.17357693,1.990211961
16869,Orthomyalina,Mollusca,Bivalvia,Myalinida,Myalinidae,Moscovian,315.2,Artinskian,279.3,42,24,4.666206756,1.811709027
16942,Posidoniella,Mollusca,Bivalvia,Myalinida,Myalinidae,Tournaisian,358.9,Bashkirian,315.2,42,24,4.1687347,1.636688448
16955,Promyalina,Mollusca,Bivalvia,Myalinida,Myalinidae,Induan,252.2,Olenekian,247.2,42,24,3.265458008,1.318897715
16971,Pseudomyalina,Mollusca,Bivalvia,Myalinida,Myalinidae,Artinskian,290.1,Artinskian,279.3,42,24,5.790804848,2.207365037
17020,Selenimyalina,Mollusca,Bivalvia,Myalinida,Myalinidae,Moscovian,315.2,Artinskian,279.3,42,24,3.468708131,1.390405156
17024,Septimyalina,Mollusca,Bivalvia,Myalinida,Myalinidae,Visean,346.7,Roadian,268.8,42,24,4.032072048,1.588607805
16484,Aphanaia,Mollusca,Bivalvia,Myalinida,Atomodesmatidae,Sakmarian,295.5,Roadian,268.8,42,24,5.609672972,2.143639235
16494,Atomodesma,Mollusca,Bivalvia,Myalinida,Atomodesmatidae,Asselian,298.9,Induan,251.2,42,24,4.371657725,1.70808081
16477,Anopaea,Mollusca,Bivalvia,Myalinida,Inoceramidae,Tithonian,152.1,Albian,100.5,42,24,5.529248193,2.115344196
16727,Inoceramus (Mytiloceramus),Mollusca,Bivalvia,Myalinida,Inoceramidae,Aalenian,174.1,Aalenian,170.3,42,42,4.815325357,1.864171921
16727,Sphenoceramus,Mollusca,Bivalvia,Myalinida,Inoceramidae,Coniacian,89.8,Campanian,72.1,42,24,6.480731782,2.450095076
16845,Neoinoceramus,Mollusca,Bivalvia,Myalinida,Inoceramidae,Rupelian,33.9,Chattian,23.03,42,24,5.741593252,2.190051418
16894,Parainoceramus,Mollusca,Bivalvia,Myalinida,Inoceramidae,Carnian,235,Tithonian,145,42,24,4.452141206,1.736396502
16972,Pseudomytiloides,Mollusca,Bivalvia,Myalinida,Inoceramidae,Toarcian,182.7,Aalenian,170.3,42,24,4.050711158,1.595165415
17005,Retroceramus,Mollusca,Bivalvia,Myalinida,Inoceramidae,Aalenian,174.1,Berriasian,139.8,42,24,5.354604969,2.053901231
17045,Spyridoceramus,Mollusca,Bivalvia,Myalinida,Inoceramidae,Campanian,83.6,Maastrichtian,66,42,24,4.586564334,1.783689236
17220,Jaworskiella,Mollusca,Bivalvia,Trigoniida,Laevitrigoniidae,Pliensbachian,190.8,Toarcian,174.1,42,24,5.24981303,2.017033339
17224,Laevitrigonia (Eselaevitrigonia),Mollusca,Bivalvia,Trigoniida,Laevitrigoniidae,Tithonian,152.1,Turonian,89.8,42,42,4.388227406,1.713910354
17224,Laevitrigonia,Mollusca,Bivalvia,Trigoniida,Laevitrigoniidae,Kimmeridgian,157.3,Berriasian,139.8,42,24,4.583345904,1.782556929
17240,Myophorella,Mollusca,Bivalvia,Trigoniida,Myophorellidae,Pliensbachian,190.8,Barremian,125,42,24,5.327748667,2.044452649
17290,Vaugonia,Mollusca,Bivalvia,Trigoniida,Myophorellidae,Hettangian,201.3,Tithonian,145,42,24,4.188522068,1.643650038
36676,Balaena,Chordata,Mammalia,Cetacea,Balaenidae,Zanclean,5.333,Holocene,0,63,24,11.02842747,4.301029996
36715,Eubalaena,Chordata,Mammalia,Cetacea,Balaenidae,Gelasian,2.588,Holocene,0,63,24,10.98716278,4.255272505
17127,Dipleurodonta,Mollusca,Bivalvia,Mytilida,Modiolopsidae,Katian,453,Katian,445.2,42,24,2.379034223,1.00703617
17129,Ectenocardiomorpha,Mollusca,Bivalvia,Mytilida,Modiolopsidae,Katian,453,Katian,445.2,42,24,2.235814389,0.956648579
17152,Paramodiola,Mollusca,Bivalvia,Mytilida,Modiolopsidae,Sandbian,458.4,Sandbian,453,42,24,2.467677495,1.038222638
58996,Adipicola,Mollusca,Bivalvia,Mytilida,Mytilidae,Holocene,0.0117,Holocene,0,57,42,4.415358666,1.723455672
16335,Adula,Mollusca,Bivalvia,Mytilida,Mytilidae,Aquitanian,23.03,Holocene,0,57,24,5.352266308,2.053078443
16337,Amygdalum,Mollusca,Bivalvia,Mytilida,Mytilidae,Hauterivian,132.9,Holocene,0,57,24,4.846276823,1.875061263
16339,Arcomytilus,Mollusca,Bivalvia,Mytilida,Mytilidae,Aalenian,174.1,Priabonian,33.9,42,24,4.515277598,1.758609143
16341,Arcuatula,Mollusca,Bivalvia,Mytilida,Mytilidae,Priabonian,38,Holocene,0,57,24,4.862627031,1.880813592
89619,Arvella,Mollusca,Bivalvia,Mytilida,Mytilidae,Holocene,0.0117,Holocene,0,57,42,4.159582312,1.633468456
16343,Aulacomya,Mollusca,Bivalvia,Mytilida,Mytilidae,Lutetian,47.8,Holocene,0,57,24,5.781581224,2.204119983
16345,Botula,Mollusca,Bivalvia,Mytilida,Mytilidae,Aptian,125,Holocene,0,57,24,4.070308048,1.602059991
16346,Botulopsis,Mollusca,Bivalvia,Mytilida,Mytilidae,Ladinian,242,Carnian,228,42,24,3.748093403,1.451632947
16350,Crenella,Mollusca,Bivalvia,Mytilida,Mytilidae,Aptian,125,Holocene,0,57,24,2.359034873,1
16353,Dacrydium (Dacrydium),Mollusca,Bivalvia,Mytilida,Mytilidae,Holocene,0.0117,Holocene,0,42,42,1.725713933,0.777185078
16353,Dacrydium,Mollusca,Bivalvia,Mytilida,Mytilidae,Aquitanian,23.03,Holocene,0,57,24,2.114062537,0.913813852
16355,Exosiperna,Mollusca,Bivalvia,Mytilida,Mytilidae,Priabonian,38,Holocene,0,57,24,1.918747239,0.84509804
16356,Falcimytilus,Mollusca,Bivalvia,Mytilida,Mytilidae,Norian,228,Tithonian,145,42,24,4.784344459,1.853272224
60378,Fluviolanatus,Mollusca,Bivalvia,Mytilida,Mytilidae,Holocene,0.0117,Holocene,0,57,42,2.859550191,1.176091259
89690,Geukensia,Mollusca,Bivalvia,Mytilida,Mytilidae,Holocene,0.0117,Holocene,0,57,42,5.553429442,2.123851641
16359,Gregariella,Mollusca,Bivalvia,Mytilida,Mytilidae,Ypresian,56,Holocene,0,57,24,3.847712567,1.523746467
89978,Idas,Mollusca,Bivalvia,Mytilida,Mytilidae,Langhian,15.97,Holocene,0,57,24,4.550076279,1.770852012
16363,Inoperna,Mollusca,Bivalvia,Mytilida,Mytilidae,Pliensbachian,190.8,Maastrichtian,66,42,24,4.93914386,1.907733737
16364,Ischadium,Mollusca,Bivalvia,Mytilida,Mytilidae,Tortonian,11.62,Holocene,0,57,24,4.741558359,1.838219222
93539,Limnoperna,Mollusca,Bivalvia,Mytilida,Mytilidae,Holocene,0.0117,Holocene,0,57,42,4.269381104,1.672097858
16368,Lioberus,Mollusca,Bivalvia,Mytilida,Mytilidae,Zanclean,5.333,Holocene,0,57,24,4.345761505,1.698970004
167889,Lithophaga (Diberus),Mollusca,Bivalvia,Mytilida,Mytilidae,Holocene,0.0117,Holocene,0,57,42,4.804427979,1.860338007
,Lithophaga (Leiosolenus),Mollusca,Bivalvia,Mytilida,Mytilidae,Holocene,0.0117,Holocene,0,57,42,5.426459954,2.079181246
16370,Lithophaga (Myoforceps),Mollusca,Bivalvia,Mytilida,Mytilidae,Burdigalian,20.44,Holocene,0,57,42,4.394176442,1.716003344
,Lithophaga (Stumpiella),Mollusca,Bivalvia,Mytilida,Mytilidae,Holocene,0.0117,Holocene,0,57,42,4.006990443,1.579783597
16371,Lycettia,Mollusca,Bivalvia,Mytilida,Mytilidae,Pliensbachian,190.8,Maastrichtian,66,42,24,3.844752319,1.522704993
16377,Modiolatus,Mollusca,Bivalvia,Mytilida,Mytilidae,Gelasian,2.588,Holocene,0,57,24,5.373923402,2.06069784
16378,Modiolula,Mollusca,Bivalvia,Mytilida,Mytilidae,Lutetian,47.8,Holocene,0,42,24,3.850296973,1.524655712
16379,Modiolus,Mollusca,Bivalvia,Mytilida,Mytilidae,Famennian,372.2,Holocene,0,57,24,6.1347722,2.328379603
16387,Mytella,Mollusca,Bivalvia,Mytilida,Mytilidae,Priabonian,38,Holocene,0,57,24,5.319051139,2.041392685
16388,Mytilaster,Mollusca,Bivalvia,Mytilida,Mytilidae,Aquitanian,23.03,Holocene,0,57,24,3.490124917,1.397940009
16396,Perna,Mollusca,Bivalvia,Mytilida,Mytilidae,Thanetian,59.2,Holocene,0,57,24,6.000196999,2.281033367
16399,Phthonia,Mollusca,Bivalvia,Mytilida,Mytilidae,Emsian,407.6,Frasnian,372.2,42,24,4.027927011,1.587149498
16420,Solamen (Exosiperna),Mollusca,Bivalvia,Mytilida,Mytilidae,Holocene,0.0117,Holocene,0,42,42,1.357325118,0.647578554
16420,Solamen (Solamen),Mollusca,Bivalvia,Mytilida,Mytilidae,Holocene,0.0117,Holocene,0,42,42,3.539251816,1.41522383
16420,Solamen,Mollusca,Bivalvia,Mytilida,Mytilidae,Rupelian,33.9,Holocene,0,57,24,4.187961094,1.643452676
62331,Stavelia,Mollusca,Bivalvia,Mytilida,Mytilidae,Holocene,0.0117,Holocene,0,57,42,5.668548605,2.164352856
16431,Trichomya,Mollusca,Bivalvia,Mytilida,Mytilidae,Aquitanian,23.03,Holocene,0,42,24,5.195954649,1.998084888
16433,Volsellina,Mollusca,Bivalvia,Mytilida,Mytilidae,Moscovian,315.2,Capitanian,259.9,42,24,3.393887424,1.364081741
16435,Zelithophaga,Mollusca,Bivalvia,Mytilida,Mytilidae,Zanclean,5.333,Holocene,0,57,24,4.320822825,1.69019608
16349,Coxesia,Mollusca,Bivalvia,Mytilida,,Capitanian,265.1,Capitanian,259.9,42,24,3.190362428,1.292477594
,Fungiacava,Mollusca,Bivalvia,Mytilida,,Gelasian,2.588,Holocene,0,57,24,2.859550191,1.176091259
16358,Gibbomodiola,Mollusca,Bivalvia,Mytilida,,Chattian,28.1,Holocene,0,57,24,5.525266486,2.113943352
16367,Leiosolenus,Mollusca,Bivalvia,Mytilida,,Langhian,15.97,Holocene,0,57,24,5.426459954,2.079181246
16386,Mysidiella,Mollusca,Bivalvia,Mytilida,,Ladinian,242,Rhaetian,201.3,42,24,4.955565232,1.913511103
16391,Mytilops,Mollusca,Bivalvia,Mytilida,,Frasnian,382.7,Frasnian,372.2,42,24,4.396311096,1.716754357
16393,Notobotula,Mollusca,Bivalvia,Mytilida,,Gelasian,2.588,Holocene,0,42,24,3.134125524,1.272692331
16403,Praemytilus,Mollusca,Bivalvia,Mytilida,,Bathonian,168.3,Bathonian,166.1,42,24,3.665509342,1.459643743
16412,Rhomboidella,Mollusca,Bivalvia,Mytilida,,Lutetian,47.8,Holocene,0,57,24,2.359034873,1
16413,Rhynchomytilus,Mollusca,Bivalvia,Mytilida,,Oxfordian,163.5,Oxfordian,157.3,42,24,4.011206261,1.581266805
16415,Semimodiola,Mollusca,Bivalvia,Mytilida,,Priabonian,38,Priabonian,33.9,42,24,3.45912523,1.387033701
16428,Tommasina,Mollusca,Bivalvia,Mytilida,,Carnian,235,Carnian,228,42,24,4.903836842,1.895312024
17097,Weyla (Pseudovola),Mollusca,Bivalvia,Pectinida,Neitheidae,Bathonian,168.3,Bathonian,166.1,42,42,4.032072048,1.588607805
17097,Weyla,Mollusca,Bivalvia,Pectinida,Neitheidae,Hettangian,201.3,Toarcian,174.1,42,24,4.807149221,1.861295394
31482,Benthopecten,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Albian,113,Holocene,0,53,24,4.251102475,1.568010173
31485,Advenaster,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Bajocian,170.3,Bajocian,168.3,53,24,5.272656918,1.944304754
31498,Pentasteria,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Pliensbachian,190.8,Ypresian,47.8,53,24,3.905099058,1.44055812
31407,Trichasteropsis,Echinodermata,Asteroidea,Trichasteropsida,Trichasteropsiidae,Anisian,247.2,Ladinian,235,53,24,3.668748727,1.353497318
31447,Indiaster,Echinodermata,Asteroidea,Valvatida,Radiasteridae,Bathonian,168.3,Bathonian,166.1,53,24,2.448448693,0.903993826
81264,Manfredaster,Echinodermata,Asteroidea,Valvatida,Stauranderasteridae,Bathonian,168.3,Danian,61.6,53,53,4.640807062,1.711559765
31429,Calliderma,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Cenomanian,100.5,Holocene,0,53,24,5.246446242,1.934649923
31439,Crateraster,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Albian,113,Danian,61.6,53,24,4.324223707,1.594944737
31453,Metopaster,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Cenomanian,100.5,Maastrichtian,66,53,24,4.562912156,1.682866796
31454,Miopentagonaster,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Callovian,166.1,Callovian,163.5,53,24,3.15243462,1.163310489
31435,Chariaster,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Santonian,86.3,Santonian,83.6,53,24,6.161592966,2.271748699
31464,Pycinaster,Echinodermata,Asteroidea,Valvatida,Pycinasteridae,Pliensbachian,190.8,Rupelian,28.1,53,24,4.501895736,1.660391098
31472,Stauranderaster,Echinodermata,Asteroidea,Valvatida,Stauranderasteridae,Kimmeridgian,157.3,Danian,61.6,53,24,5.373478027,1.981442703
17668,Fulvia,Mollusca,Bivalvia,Cardiida,Cardiidae,Rupelian,33.9,Holocene,0,57,24,5.201398093,2
36703,Delphinus,Chordata,Mammalia,Cetacea,Delphinidae,Langhian,15.97,Holocene,0,63,24,8.90711453,3.579783597
36721,Globicephala,Chordata,Mammalia,Cetacea,Delphinidae,Gelasian,2.588,Holocene,0,63,24,9.63150043,3.826074803
36746,Lagenorhynchus,Chordata,Mammalia,Cetacea,Delphinidae,Zanclean,5.333,Gelasian,1.806,63,24,8.687603888,3.505149978
36787,Orcinus,Chordata,Mammalia,Cetacea,Delphinidae,Tortonian,11.62,Holocene,0,63,24,10.11723947,3.991226076
36837,Pseudorca,Chordata,Mammalia,Cetacea,Delphinidae,Gelasian,2.588,Holocene,0,63,24,9.490548806,3.77815125
102903,Stenella,Chordata,Mammalia,Cetacea,Delphinidae,Langhian,15.97,Zanclean,3.6,63,24,8.422378505,3.414973348
36855,Steno,Chordata,Mammalia,Cetacea,Delphinidae,Zanclean,5.333,Holocene,0,63,24,8.517039338,3.447158031
36812,Pithanodelphis,Chordata,Mammalia,Cetacea,Kentriodontidae,Tortonian,11.62,Messinian,5.333,67,24,7.774997648,3.194863857
36699,Delphinapterus,Chordata,Mammalia,Cetacea,Monodontidae,Langhian,15.97,Holocene,0,63,24,9.37940598,3.740362689
36775,Monodon,Chordata,Mammalia,Cetacea,Monodontidae,Gelasian,2.588,Gelasian,1.806,63,24,9.191282758,3.672097858
63542,Phocoena,Chordata,Mammalia,Cetacea,Phocoenidae,Tortonian,11.62,Holocene,0,63,24,8.087250998,3.301029996
36763,Mesoplodon,Chordata,Mammalia,Cetacea,Ziphiidae,Tortonian,11.62,Holocene,0,99,24,9.735350802,3.792391689
36871,Ziphius,Chordata,Mammalia,Cetacea,Ziphiidae,Zanclean,5.333,Zanclean,3.6,63,24,9.775578256,3.875061263
63540,Pontoporia,Chordata,Mammalia,Cetacea,Pontoporiidae,Gelasian,2.588,Holocene,0,63,24,7.931201794,3.247973266
36744,Kogia,Chordata,Mammalia,Cetacea,Kogiidae,Zanclean,5.333,Holocene,0,63,24,8.765041943,3.531478917
36807,Physeter,Chordata,Mammalia,Cetacea,Physeteridae,Aquitanian,23.03,Holocene,0,63,24,10.89384661,4.255272505
33212,Eurhodia,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Thanetian,59.2,Serravallian,11.62,53,24,4.817146,1.815638962
33218,Gitolampas,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Campanian,83.6,Serravallian,11.62,53,24,3.840886589,1.504321661
33224,Ilarionia,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Ypresian,56,Priabonian,33.9,53,24,4.260815444,1.662251254
33225,Kephrenia,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Ypresian,56,Priabonian,33.9,53,24,3.398332642,1.385102784
33230,Neocatopygus,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Thanetian,59.2,Bartonian,38,53,24,4.494666413,1.734298582
33501,Notolampas,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Aquitanian,23.03,Holocene,0,53,24,2.838366252,0.890979597
33502,Pisolampas,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Priabonian,38,Priabonian,33.9,53,24,2.395140751,0.686636269
33242,Pliolampas,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Campanian,83.6,Zanclean,3.6,53,24,4.104692853,1.556159083
33243,Pseudopygaulus,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Thanetian,59.2,Priabonian,33.9,53,24,3.373994677,1.381127287
33254,Santeelampas,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Ypresian,56,Priabonian,33.9,53,24,4.140963945,1.616862874
33257,Studeria,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Danian,66,Holocene,0,53,24,3.797664507,1.53784822
33258,Termieria,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Maastrichtian,72.1,Danian,61.6,53,24,2.819557754,1.215657478
33260,Zuffardia,Echinodermata,Echinoidea,Cassiduloida,Neolampadidae,Campanian,83.6,Maastrichtian,66,53,24,4.323460804,1.717729986
33197,Cassidulus,Echinodermata,Echinoidea,Cassiduloida,Cassidulidae,Maastrichtian,72.1,Holocene,0,53,24,3.030842301,1.325018408
33223,Hypsopygaster,Echinodermata,Echinoidea,Cassiduloida,Cassidulidae,Danian,66,Thanetian,56,53,24,3.094465332,1.188227919
33232,Nucleopygus,Echinodermata,Echinoidea,Cassiduloida,Cassidulidae,Cenomanian,100.5,Maastrichtian,66,53,53,2.792028851,1.078078666
33233,Ochetes,Echinodermata,Echinoidea,Cassiduloida,Cassidulidae,Albian,113,Cenomanian,93.3,53,24,2.698367307,1.266743375
33253,Rhynchopygus,Echinodermata,Echinoidea,Cassiduloida,Cassidulidae,Cenomanian,100.5,Holocene,0,53,24,3.228840129,1.285393324
33189,Apatopygus,Echinodermata,Echinoidea,Cassiduloida,Apatopygidae,Ypresian,56,Holocene,0,53,24,4.320031828,1.63458688
33190,Archiacia,Echinodermata,Echinoidea,Cassiduloida,Archiaciidae,Valanginian,139.8,Cenomanian,93.3,53,24,3.526098371,1.458923877
33217,Gentilia,Echinodermata,Echinoidea,Cassiduloida,Archiaciidae,Cenomanian,100.5,Cenomanian,93.3,53,24,3.753999001,1.472105341
113593,Bothryopneustes,Echinodermata,Echinoidea,Cassiduloida,Clypeidae,Bathonian,168.3,Callovian,163.5,53,53,3.199295607,1.571825249
33204,Clypeus,Echinodermata,Echinoidea,Cassiduloida,Clypeidae,Bajocian,170.3,Kimmeridgian,152.1,53,24,5.517270974,2.070628844
33244,Pseudopygurus,Echinodermata,Echinoidea,Cassiduloida,Clypeidae,Callovian,166.1,Oxfordian,157.3,53,24,4.108871753,1.69399061
33251,Pygurus (Mepygurus),Echinodermata,Echinoidea,Cassiduloida,Clypeidae,Bajocian,170.3,Cenomanian,93.3,53,53,5.656390801,2.121297153
33251,Pygurus (Pyguropsis),Echinodermata,Echinoidea,Cassiduloida,Clypeidae,Bajocian,170.3,Cenomanian,93.3,53,53,3.848430401,1.462697408
33251,Pygurus (Pygurus),Echinodermata,Echinoidea,Cassiduloida,Clypeidae,Bajocian,170.3,Cenomanian,93.3,53,53,4.703435544,1.774224905
33251,Pygurus,Echinodermata,Echinoidea,Cassiduloida,Clypeidae,Bajocian,170.3,Santonian,83.6,53,24,3.848430401,2.121297153
33202,Clypeolampas,Echinodermata,Echinoidea,Cassiduloida,Clypeolampadidae,Campanian,83.6,Maastrichtian,66,53,24,5.013872358,1.956691902
33259,Vologesia,Echinodermata,Echinoidea,Cassiduloida,Clypeolampadidae,Cenomanian,100.5,Maastrichtian,66,53,24,4.630155703,1.74753593
33198,Catopygus,Echinodermata,Echinoidea,Cassiduloida,Nucleolitidae,Kimmeridgian,157.3,Maastrichtian,66,53,24,4.457835481,1.753583059
33221,Hemicara,Echinodermata,Echinoidea,Cassiduloida,Nucleolitidae,Maastrichtian,72.1,Maastrichtian,66,53,24,4.045669411,1.504062883
33222,Hypopygurus,Echinodermata,Echinoidea,Cassiduloida,Nucleolitidae,Cenomanian,100.5,Cenomanian,93.3,53,24,4.521356731,1.707910666
33231,Nucleolites,Echinodermata,Echinoidea,Cassiduloida,Nucleolitidae,Bajocian,170.3,Ypresian,47.8,53,24,3.689244474,1.410524173
33234,Oolopygus,Echinodermata,Echinoidea,Cassiduloida,Nucleolitidae,Cenomanian,100.5,Maastrichtian,66,53,24,3.57962483,1.364926034
33238,Phyllobrissus,Echinodermata,Echinoidea,Cassiduloida,Nucleolitidae,Kimmeridgian,157.3,Maastrichtian,66,53,24,3.557287009,1.35679046
33239,Plagiochasma,Echinodermata,Echinoidea,Cassiduloida,Nucleolitidae,Hauterivian,132.9,Thanetian,56,53,24,3.449284489,1.380844126
33245,Pseudosorella,Echinodermata,Echinoidea,Cassiduloida,Nucleolitidae,Oxfordian,163.5,Oxfordian,157.3,53,24,3.753565955,1.479071196
33246,Pygaulus,Echinodermata,Echinoidea,Cassiduloida,Nucleolitidae,Hauterivian,132.9,Cenomanian,93.3,53,24,3.676696206,1.429186845
33248,Pygopistes,Echinodermata,Echinoidea,Cassiduloida,Nucleolitidae,Cenomanian,100.5,Cenomanian,93.3,53,24,3.741216454,1.426673888
33249,Pygorhynchus,Echinodermata,Echinoidea,Cassiduloida,Nucleolitidae,Valanginian,139.8,Chattian,23.03,53,24,4.262491777,1.613630435
168654,Astrolampas,Echinodermata,Echinoidea,Cassiduloida,,Valanginian,139.8,Cenomanian,93.3,53,24,4.81478795,1.814780146
33200,Claviaster,Echinodermata,Echinoidea,Cassiduloida,,Cenomanian,100.5,Maastrichtian,66,53,24,3.750700367,1.427232811
259534,Hardouinia,Echinodermata,Echinoidea,Cassiduloida,,Turonian,93.3,Maastrichtian,66,53,24,4.473572756,1.759011151
33111,Ammotrophus,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,Gelasian,2.588,Holocene,0,53,24,4.790908284,1.806083022
33113,Arachnoides,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,Zanclean,5.333,Holocene,0,53,24,4.698008496,1.77224834
33116,Clypeaster,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,Lutetian,47.8,Holocene,0,53,24,6.061605074,2.268878718
33127,Fellaster,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,Rupelian,33.9,Holocene,0,53,24,5.774281978,2.164233855
33131,Fossulaster,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,Aquitanian,23.03,Burdigalian,15.97,53,24,2.601067092,1.008529203
33148,Monostychia,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,Aquitanian,23.03,Burdigalian,15.97,53,24,3.950015143,1.499824496
33175,Scutellinoides,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,Aquitanian,23.03,Burdigalian,15.97,53,24,3.47666399,1.327427054
